Current Disposal Year;Current Disposal Month;Current Disposal Month Name;Gender;Age Group;Ethnicity (4+1);Offence Group;Current Disposal;Offence Count
2019;1;January;Female;Adult;Asian;Assault;No Further Action;50
2019;1;January;Female;Adult;Asian;Assault;Out of Court;4
2019;1;January;Female;Adult;Asian;Assault;Prosecution;6
2019;1;January;Female;Adult;Asian;Drug Possession;No Further Action;1
2019;1;January;Female;Adult;Asian;Drug Possession;Out of Court;2
2019;1;January;Female;Adult;Asian;Drug Possession;Prosecution;5
2019;1;January;Female;Adult;Asian;Drug Supply;No Further Action;2
2019;1;January;Female;Adult;Asian;Drug Supply;Prosecution;2
2019;1;January;Female;Adult;Asian;Drugs - Other;Prosecution;2
2019;1;January;Female;Adult;Asian;Murder;No Further Action;1
2019;1;January;Female;Adult;Asian;Other Offence;No Further Action;34
2019;1;January;Female;Adult;Asian;Other Offence;Other Disposals;9
2019;1;January;Female;Adult;Asian;Other Offence;Out of Court;9
2019;1;January;Female;Adult;Asian;Other Offence;Prosecution;28
2019;1;January;Female;Adult;Asian;Other Offence;Released Under Investigation;2
2019;1;January;Female;Adult;Asian;Other Offence;To Court;5
2019;1;January;Female;Adult;Asian;Robbery;No Further Action;3
2019;1;January;Female;Adult;Asian;Robbery;Other Disposals;1
2019;1;January;Female;Adult;Asian;Sexual Offences;No Further Action;1
2019;1;January;Female;Adult;Black;Assault;No Further Action;130
2019;1;January;Female;Adult;Black;Assault;Other Disposals;1
2019;1;January;Female;Adult;Black;Assault;Out of Court;10
2019;1;January;Female;Adult;Black;Assault;Prosecution;51
2019;1;January;Female;Adult;Black;Drug Possession;No Further Action;10
2019;1;January;Female;Adult;Black;Drug Possession;Out of Court;5
2019;1;January;Female;Adult;Black;Drug Possession;Prosecution;7
2019;1;January;Female;Adult;Black;Drug Supply;No Further Action;6
2019;1;January;Female;Adult;Black;Drug Supply;Other Disposals;1
2019;1;January;Female;Adult;Black;Drug Supply;Prosecution;5
2019;1;January;Female;Adult;Black;Drugs - Other;No Further Action;2
2019;1;January;Female;Adult;Black;Drugs - Other;Other Disposals;1
2019;1;January;Female;Adult;Black;Drugs - Other;Prosecution;2
2019;1;January;Female;Adult;Black;Murder;No Further Action;4
2019;1;January;Female;Adult;Black;Other Offence;No Further Action;139
2019;1;January;Female;Adult;Black;Other Offence;Other Disposals;20
2019;1;January;Female;Adult;Black;Other Offence;Out of Court;23
2019;1;January;Female;Adult;Black;Other Offence;Prosecution;89
2019;1;January;Female;Adult;Black;Other Offence;Released Under Investigation;1
2019;1;January;Female;Adult;Black;Other Offence;To Court;39
2019;1;January;Female;Adult;Black;Robbery;Prosecution;2
2019;1;January;Female;Adult;Black;Sexual Offences;Prosecution;1
2019;1;January;Female;Adult;Black;Sexual Offences;Released Under Investigation;1
2019;1;January;Female;Adult;Black;Weapons;No Further Action;12
2019;1;January;Female;Adult;Black;Weapons;Prosecution;2
2019;1;January;Female;Adult;Not Recorded;Assault;No Further Action;2
2019;1;January;Female;Adult;Not Recorded;Assault;Prosecution;1
2019;1;January;Female;Adult;Not Recorded;Drug Possession;Prosecution;1
2019;1;January;Female;Adult;Not Recorded;Drug Supply;No Further Action;1
2019;1;January;Female;Adult;Not Recorded;Drug Supply;Prosecution;1
2019;1;January;Female;Adult;Not Recorded;Other Offence;No Further Action;7
2019;1;January;Female;Adult;Not Recorded;Other Offence;Other Disposals;1
2019;1;January;Female;Adult;Not Recorded;Other Offence;Prosecution;3
2019;1;January;Female;Adult;Not Recorded;Weapons;No Further Action;2
2019;1;January;Female;Adult;Not Recorded;Weapons;Prosecution;1
2019;1;January;Female;Adult;Other ;Assault;No Further Action;9
2019;1;January;Female;Adult;Other ;Assault;Prosecution;1
2019;1;January;Female;Adult;Other ;Drug Possession;Prosecution;1
2019;1;January;Female;Adult;Other ;Drug Supply;No Further Action;1
2019;1;January;Female;Adult;Other ;Other Offence;No Further Action;8
2019;1;January;Female;Adult;Other ;Other Offence;Other Disposals;2
2019;1;January;Female;Adult;Other ;Other Offence;Out of Court;2
2019;1;January;Female;Adult;Other ;Other Offence;Prosecution;2
2019;1;January;Female;Adult;Other ;Weapons;No Further Action;1
2019;1;January;Female;Adult;Other ;Weapons;Out of Court;1
2019;1;January;Female;Adult;White;Assault;No Further Action;231
2019;1;January;Female;Adult;White;Assault;Other Disposals;2
2019;1;January;Female;Adult;White;Assault;Out of Court;34
2019;1;January;Female;Adult;White;Assault;Prosecution;61
2019;1;January;Female;Adult;White;Assault;Released Under Investigation;1
2019;1;January;Female;Adult;White;Drug Possession;No Further Action;15
2019;1;January;Female;Adult;White;Drug Possession;Other Disposals;1
2019;1;January;Female;Adult;White;Drug Possession;Out of Court;15
2019;1;January;Female;Adult;White;Drug Possession;Prosecution;23
2019;1;January;Female;Adult;White;Drug Supply;No Further Action;13
2019;1;January;Female;Adult;White;Drug Supply;Prosecution;3
2019;1;January;Female;Adult;White;Drugs - Other;No Further Action;5
2019;1;January;Female;Adult;White;Drugs - Other;Other Disposals;2
2019;1;January;Female;Adult;White;Drugs - Other;Prosecution;10
2019;1;January;Female;Adult;White;Drugs - Other;To Court;1
2019;1;January;Female;Adult;White;Murder;No Further Action;2
2019;1;January;Female;Adult;White;Other Offence;No Further Action;260
2019;1;January;Female;Adult;White;Other Offence;Other Disposals;44
2019;1;January;Female;Adult;White;Other Offence;Out of Court;60
2019;1;January;Female;Adult;White;Other Offence;Prosecution;187
2019;1;January;Female;Adult;White;Other Offence;To Court;81
2019;1;January;Female;Adult;White;Robbery;No Further Action;5
2019;1;January;Female;Adult;White;Robbery;Other Disposals;1
2019;1;January;Female;Adult;White;Robbery;Prosecution;1
2019;1;January;Female;Adult;White;Sexual Offences;No Further Action;4
2019;1;January;Female;Adult;White;Sexual Offences;Other Disposals;1
2019;1;January;Female;Adult;White;Sexual Offences;Out of Court;1
2019;1;January;Female;Adult;White;Sexual Offences;Released Under Investigation;1
2019;1;January;Female;Adult;White;Weapons;No Further Action;14
2019;1;January;Female;Adult;White;Weapons;Other Disposals;1
2019;1;January;Female;Adult;White;Weapons;Out of Court;1
2019;1;January;Female;Adult;White;Weapons;Prosecution;11
2019;1;January;Female;Youth;Asian;Assault;No Further Action;1
2019;1;January;Female;Youth;Asian;Drug Supply;No Further Action;1
2019;1;January;Female;Youth;Asian;Other Offence;No Further Action;2
2019;1;January;Female;Youth;Asian;Other Offence;Prosecution;2
2019;1;January;Female;Youth;Black;Assault;No Further Action;19
2019;1;January;Female;Youth;Black;Assault;Other Disposals;1
2019;1;January;Female;Youth;Black;Assault;Prosecution;3
2019;1;January;Female;Youth;Black;Drug Possession;No Further Action;2
2019;1;January;Female;Youth;Black;Other Offence;No Further Action;21
2019;1;January;Female;Youth;Black;Other Offence;Other Disposals;1
2019;1;January;Female;Youth;Black;Other Offence;Prosecution;1
2019;1;January;Female;Youth;Black;Other Offence;To Court;4
2019;1;January;Female;Youth;Black;Robbery;No Further Action;7
2019;1;January;Female;Youth;Black;Weapons;No Further Action;2
2019;1;January;Female;Youth;Black;Weapons;Prosecution;2
2019;1;January;Female;Youth;Not Recorded;Assault;Prosecution;1
2019;1;January;Female;Youth;Not Recorded;Other Offence;No Further Action;1
2019;1;January;Female;Youth;Other ;Assault;No Further Action;4
2019;1;January;Female;Youth;Other ;Other Offence;No Further Action;3
2019;1;January;Female;Youth;White;Assault;No Further Action;11
2019;1;January;Female;Youth;White;Assault;Other Disposals;1
2019;1;January;Female;Youth;White;Assault;Prosecution;8
2019;1;January;Female;Youth;White;Drug Possession;No Further Action;3
2019;1;January;Female;Youth;White;Drug Supply;No Further Action;4
2019;1;January;Female;Youth;White;Other Offence;No Further Action;29
2019;1;January;Female;Youth;White;Other Offence;Other Disposals;1
2019;1;January;Female;Youth;White;Other Offence;Prosecution;9
2019;1;January;Female;Youth;White;Robbery;No Further Action;3
2019;1;January;Female;Youth;White;Robbery;Prosecution;3
2019;1;January;Female;Youth;White;Weapons;No Further Action;2
2019;1;January;Female;Youth;White;Weapons;Prosecution;5
2019;1;January;Male;Adult;Asian;Assault;No Further Action;341
2019;1;January;Male;Adult;Asian;Assault;Other Disposals;10
2019;1;January;Male;Adult;Asian;Assault;Out of Court;24
2019;1;January;Male;Adult;Asian;Assault;Prosecution;106
2019;1;January;Male;Adult;Asian;Assault;To Court;1
2019;1;January;Male;Adult;Asian;Drug Possession;No Further Action;45
2019;1;January;Male;Adult;Asian;Drug Possession;Other Disposals;5
2019;1;January;Male;Adult;Asian;Drug Possession;Out of Court;39
2019;1;January;Male;Adult;Asian;Drug Possession;Prosecution;96
2019;1;January;Male;Adult;Asian;Drug Supply;No Further Action;55
2019;1;January;Male;Adult;Asian;Drug Supply;Other Disposals;3
2019;1;January;Male;Adult;Asian;Drug Supply;Out of Court;1
2019;1;January;Male;Adult;Asian;Drug Supply;Prosecution;21
2019;1;January;Male;Adult;Asian;Drug Supply;Released Under Investigation;1
2019;1;January;Male;Adult;Asian;Drugs - Other;No Further Action;27
2019;1;January;Male;Adult;Asian;Drugs - Other;Other Disposals;3
2019;1;January;Male;Adult;Asian;Drugs - Other;Out of Court;2
2019;1;January;Male;Adult;Asian;Drugs - Other;Prosecution;29
2019;1;January;Male;Adult;Asian;Murder;No Further Action;4
2019;1;January;Male;Adult;Asian;Murder;Prosecution;3
2019;1;January;Male;Adult;Asian;Other Offence;No Further Action;494
2019;1;January;Male;Adult;Asian;Other Offence;Other Disposals;103
2019;1;January;Male;Adult;Asian;Other Offence;Out of Court;57
2019;1;January;Male;Adult;Asian;Other Offence;Prosecution;331
2019;1;January;Male;Adult;Asian;Other Offence;Released Under Investigation;2
2019;1;January;Male;Adult;Asian;Other Offence;To Court;78
2019;1;January;Male;Adult;Asian;Robbery;No Further Action;10
2019;1;January;Male;Adult;Asian;Robbery;Prosecution;6
2019;1;January;Male;Adult;Asian;Robbery;To Court;1
2019;1;January;Male;Adult;Asian;Sexual Offences;No Further Action;56
2019;1;January;Male;Adult;Asian;Sexual Offences;Other Disposals;2
2019;1;January;Male;Adult;Asian;Sexual Offences;Out of Court;4
2019;1;January;Male;Adult;Asian;Sexual Offences;Prosecution;13
2019;1;January;Male;Adult;Asian;Weapons;No Further Action;54
2019;1;January;Male;Adult;Asian;Weapons;Other Disposals;2
2019;1;January;Male;Adult;Asian;Weapons;Out of Court;4
2019;1;January;Male;Adult;Asian;Weapons;Prosecution;37
2019;1;January;Male;Adult;Black;Assault;No Further Action;595
2019;1;January;Male;Adult;Black;Assault;Other Disposals;18
2019;1;January;Male;Adult;Black;Assault;Out of Court;29
2019;1;January;Male;Adult;Black;Assault;Prosecution;246
2019;1;January;Male;Adult;Black;Drug Possession;No Further Action;127
2019;1;January;Male;Adult;Black;Drug Possession;Other Disposals;8
2019;1;January;Male;Adult;Black;Drug Possession;Out of Court;89
2019;1;January;Male;Adult;Black;Drug Possession;Prosecution;311
2019;1;January;Male;Adult;Black;Drug Possession;Released Under Investigation;2
2019;1;January;Male;Adult;Black;Drug Supply;No Further Action;166
2019;1;January;Male;Adult;Black;Drug Supply;Other Disposals;12
2019;1;January;Male;Adult;Black;Drug Supply;Out of Court;1
2019;1;January;Male;Adult;Black;Drug Supply;Prosecution;81
2019;1;January;Male;Adult;Black;Drug Supply;Released Under Investigation;3
2019;1;January;Male;Adult;Black;Drugs - Other;No Further Action;43
2019;1;January;Male;Adult;Black;Drugs - Other;Other Disposals;8
2019;1;January;Male;Adult;Black;Drugs - Other;Out of Court;2
2019;1;January;Male;Adult;Black;Drugs - Other;Prosecution;71
2019;1;January;Male;Adult;Black;Murder;No Further Action;17
2019;1;January;Male;Adult;Black;Murder;Other Disposals;4
2019;1;January;Male;Adult;Black;Murder;Prosecution;6
2019;1;January;Male;Adult;Black;Other Offence;No Further Action;881
2019;1;January;Male;Adult;Black;Other Offence;Other Disposals;172
2019;1;January;Male;Adult;Black;Other Offence;Out of Court;76
2019;1;January;Male;Adult;Black;Other Offence;Prosecution;661
2019;1;January;Male;Adult;Black;Other Offence;Released Under Investigation;9
2019;1;January;Male;Adult;Black;Other Offence;To Court;235
2019;1;January;Male;Adult;Black;Robbery;No Further Action;52
2019;1;January;Male;Adult;Black;Robbery;Other Disposals;2
2019;1;January;Male;Adult;Black;Robbery;Prosecution;27
2019;1;January;Male;Adult;Black;Sexual Offences;No Further Action;90
2019;1;January;Male;Adult;Black;Sexual Offences;Other Disposals;5
2019;1;January;Male;Adult;Black;Sexual Offences;Out of Court;3
2019;1;January;Male;Adult;Black;Sexual Offences;Prosecution;20
2019;1;January;Male;Adult;Black;Sexual Offences;Released Under Investigation;1
2019;1;January;Male;Adult;Black;Weapons;No Further Action;163
2019;1;January;Male;Adult;Black;Weapons;Other Disposals;5
2019;1;January;Male;Adult;Black;Weapons;Out of Court;8
2019;1;January;Male;Adult;Black;Weapons;Prosecution;144
2019;1;January;Male;Adult;Not Recorded;Assault;No Further Action;14
2019;1;January;Male;Adult;Not Recorded;Assault;Prosecution;9
2019;1;January;Male;Adult;Not Recorded;Drug Possession;Out of Court;1
2019;1;January;Male;Adult;Not Recorded;Drug Possession;Prosecution;7
2019;1;January;Male;Adult;Not Recorded;Drug Supply;No Further Action;3
2019;1;January;Male;Adult;Not Recorded;Drug Supply;Prosecution;2
2019;1;January;Male;Adult;Not Recorded;Drugs - Other;Prosecution;2
2019;1;January;Male;Adult;Not Recorded;Other Offence;No Further Action;27
2019;1;January;Male;Adult;Not Recorded;Other Offence;Other Disposals;3
2019;1;January;Male;Adult;Not Recorded;Other Offence;Out of Court;4
2019;1;January;Male;Adult;Not Recorded;Other Offence;Prosecution;17
2019;1;January;Male;Adult;Not Recorded;Other Offence;To Court;1
2019;1;January;Male;Adult;Not Recorded;Robbery;No Further Action;2
2019;1;January;Male;Adult;Not Recorded;Weapons;No Further Action;2
2019;1;January;Male;Adult;Not Recorded;Weapons;Prosecution;2
2019;1;January;Male;Adult;Other ;Assault;No Further Action;76
2019;1;January;Male;Adult;Other ;Assault;Other Disposals;3
2019;1;January;Male;Adult;Other ;Assault;Out of Court;3
2019;1;January;Male;Adult;Other ;Assault;Prosecution;29
2019;1;January;Male;Adult;Other ;Drug Possession;No Further Action;13
2019;1;January;Male;Adult;Other ;Drug Possession;Out of Court;10
2019;1;January;Male;Adult;Other ;Drug Possession;Prosecution;22
2019;1;January;Male;Adult;Other ;Drug Supply;No Further Action;9
2019;1;January;Male;Adult;Other ;Drug Supply;Other Disposals;1
2019;1;January;Male;Adult;Other ;Drug Supply;Prosecution;2
2019;1;January;Male;Adult;Other ;Drugs - Other;No Further Action;5
2019;1;January;Male;Adult;Other ;Drugs - Other;Prosecution;6
2019;1;January;Male;Adult;Other ;Murder;No Further Action;1
2019;1;January;Male;Adult;Other ;Murder;Prosecution;2
2019;1;January;Male;Adult;Other ;Other Offence;No Further Action;138
2019;1;January;Male;Adult;Other ;Other Offence;Other Disposals;28
2019;1;January;Male;Adult;Other ;Other Offence;Out of Court;9
2019;1;January;Male;Adult;Other ;Other Offence;Prosecution;80
2019;1;January;Male;Adult;Other ;Other Offence;Released Under Investigation;1
2019;1;January;Male;Adult;Other ;Other Offence;To Court;13
2019;1;January;Male;Adult;Other ;Robbery;No Further Action;6
2019;1;January;Male;Adult;Other ;Robbery;Prosecution;2
2019;1;January;Male;Adult;Other ;Sexual Offences;No Further Action;14
2019;1;January;Male;Adult;Other ;Sexual Offences;Out of Court;1
2019;1;January;Male;Adult;Other ;Sexual Offences;Prosecution;8
2019;1;January;Male;Adult;Other ;Weapons;No Further Action;15
2019;1;January;Male;Adult;Other ;Weapons;Out of Court;1
2019;1;January;Male;Adult;Other ;Weapons;Prosecution;6
2019;1;January;Male;Adult;White;Assault;No Further Action;980
2019;1;January;Male;Adult;White;Assault;Other Disposals;24
2019;1;January;Male;Adult;White;Assault;Out of Court;84
2019;1;January;Male;Adult;White;Assault;Prosecution;353
2019;1;January;Male;Adult;White;Assault;To Court;5
2019;1;January;Male;Adult;White;Drug Possession;No Further Action;126
2019;1;January;Male;Adult;White;Drug Possession;Other Disposals;13
2019;1;January;Male;Adult;White;Drug Possession;Out of Court;114
2019;1;January;Male;Adult;White;Drug Possession;Prosecution;205
2019;1;January;Male;Adult;White;Drug Possession;Released Under Investigation;1
2019;1;January;Male;Adult;White;Drug Possession;To Court;1
2019;1;January;Male;Adult;White;Drug Supply;No Further Action;84
2019;1;January;Male;Adult;White;Drug Supply;Other Disposals;5
2019;1;January;Male;Adult;White;Drug Supply;Out of Court;1
2019;1;January;Male;Adult;White;Drug Supply;Prosecution;31
2019;1;January;Male;Adult;White;Drug Supply;Released Under Investigation;2
2019;1;January;Male;Adult;White;Drug Supply;To Court;1
2019;1;January;Male;Adult;White;Drugs - Other;No Further Action;62
2019;1;January;Male;Adult;White;Drugs - Other;Other Disposals;21
2019;1;January;Male;Adult;White;Drugs - Other;Out of Court;1
2019;1;January;Male;Adult;White;Drugs - Other;Prosecution;79
2019;1;January;Male;Adult;White;Drugs - Other;To Court;3
2019;1;January;Male;Adult;White;Murder;No Further Action;6
2019;1;January;Male;Adult;White;Murder;Other Disposals;2
2019;1;January;Male;Adult;White;Murder;Prosecution;5
2019;1;January;Male;Adult;White;Other Offence;No Further Action;1.340
2019;1;January;Male;Adult;White;Other Offence;Other Disposals;382
2019;1;January;Male;Adult;White;Other Offence;Out of Court;193
2019;1;January;Male;Adult;White;Other Offence;Prosecution;1.088
2019;1;January;Male;Adult;White;Other Offence;Released Under Investigation;3
2019;1;January;Male;Adult;White;Other Offence;To Court;413
2019;1;January;Male;Adult;White;Robbery;No Further Action;47
2019;1;January;Male;Adult;White;Robbery;Other Disposals;8
2019;1;January;Male;Adult;White;Robbery;Prosecution;27
2019;1;January;Male;Adult;White;Sexual Offences;No Further Action;149
2019;1;January;Male;Adult;White;Sexual Offences;Other Disposals;15
2019;1;January;Male;Adult;White;Sexual Offences;Out of Court;8
2019;1;January;Male;Adult;White;Sexual Offences;Prosecution;64
2019;1;January;Male;Adult;White;Sexual Offences;Released Under Investigation;3
2019;1;January;Male;Adult;White;Sexual Offences;To Court;1
2019;1;January;Male;Adult;White;Weapons;No Further Action;122
2019;1;January;Male;Adult;White;Weapons;Other Disposals;3
2019;1;January;Male;Adult;White;Weapons;Out of Court;15
2019;1;January;Male;Adult;White;Weapons;Prosecution;113
2019;1;January;Male;Not Recorded;Asian;Assault;No Further Action;1
2019;1;January;Male;Not Recorded;Asian;Sexual Offences;Prosecution;1
2019;1;January;Male;Not Recorded;Asian;Weapons;No Further Action;1
2019;1;January;Male;Not Recorded;Black;Other Offence;Prosecution;1
2019;1;January;Male;Not Recorded;Black;Other Offence;To Court;1
2019;1;January;Male;Not Recorded;Not Recorded;Other Offence;No Further Action;1
2019;1;January;Male;Not Recorded;Other ;Other Offence;No Further Action;1
2019;1;January;Male;Not Recorded;Other ;Other Offence;Prosecution;1
2019;1;January;Male;Not Recorded;White;Assault;No Further Action;1
2019;1;January;Male;Not Recorded;White;Assault;Prosecution;1
2019;1;January;Male;Youth;Asian;Assault;No Further Action;7
2019;1;January;Male;Youth;Asian;Assault;Prosecution;4
2019;1;January;Male;Youth;Asian;Drug Possession;No Further Action;4
2019;1;January;Male;Youth;Asian;Drug Possession;Other Disposals;1
2019;1;January;Male;Youth;Asian;Drug Possession;Out of Court;2
2019;1;January;Male;Youth;Asian;Drug Possession;Prosecution;8
2019;1;January;Male;Youth;Asian;Drug Supply;No Further Action;12
2019;1;January;Male;Youth;Asian;Drugs - Other;No Further Action;1
2019;1;January;Male;Youth;Asian;Drugs - Other;Prosecution;1
2019;1;January;Male;Youth;Asian;Other Offence;No Further Action;24
2019;1;January;Male;Youth;Asian;Other Offence;Other Disposals;1
2019;1;January;Male;Youth;Asian;Other Offence;Out of Court;2
2019;1;January;Male;Youth;Asian;Other Offence;Prosecution;11
2019;1;January;Male;Youth;Asian;Other Offence;To Court;2
2019;1;January;Male;Youth;Asian;Robbery;No Further Action;3
2019;1;January;Male;Youth;Asian;Robbery;Other Disposals;1
2019;1;January;Male;Youth;Asian;Robbery;Prosecution;2
2019;1;January;Male;Youth;Asian;Sexual Offences;No Further Action;4
2019;1;January;Male;Youth;Asian;Weapons;No Further Action;4
2019;1;January;Male;Youth;Asian;Weapons;Out of Court;1
2019;1;January;Male;Youth;Asian;Weapons;Prosecution;9
2019;1;January;Male;Youth;Black;Assault;No Further Action;53
2019;1;January;Male;Youth;Black;Assault;Other Disposals;5
2019;1;January;Male;Youth;Black;Assault;Out of Court;1
2019;1;January;Male;Youth;Black;Assault;Prosecution;18
2019;1;January;Male;Youth;Black;Drug Possession;No Further Action;38
2019;1;January;Male;Youth;Black;Drug Possession;Other Disposals;4
2019;1;January;Male;Youth;Black;Drug Possession;Out of Court;3
2019;1;January;Male;Youth;Black;Drug Possession;Prosecution;46
2019;1;January;Male;Youth;Black;Drug Supply;No Further Action;38
2019;1;January;Male;Youth;Black;Drug Supply;Other Disposals;1
2019;1;January;Male;Youth;Black;Drug Supply;Prosecution;15
2019;1;January;Male;Youth;Black;Drugs - Other;No Further Action;4
2019;1;January;Male;Youth;Black;Drugs - Other;Other Disposals;1
2019;1;January;Male;Youth;Black;Drugs - Other;Prosecution;2
2019;1;January;Male;Youth;Black;Murder;No Further Action;3
2019;1;January;Male;Youth;Black;Murder;Prosecution;2
2019;1;January;Male;Youth;Black;Other Offence;No Further Action;143
2019;1;January;Male;Youth;Black;Other Offence;Other Disposals;24
2019;1;January;Male;Youth;Black;Other Offence;Out of Court;2
2019;1;January;Male;Youth;Black;Other Offence;Prosecution;48
2019;1;January;Male;Youth;Black;Other Offence;To Court;24
2019;1;January;Male;Youth;Black;Robbery;No Further Action;71
2019;1;January;Male;Youth;Black;Robbery;Other Disposals;5
2019;1;January;Male;Youth;Black;Robbery;Prosecution;34
2019;1;January;Male;Youth;Black;Sexual Offences;No Further Action;6
2019;1;January;Male;Youth;Black;Sexual Offences;Other Disposals;1
2019;1;January;Male;Youth;Black;Sexual Offences;Prosecution;3
2019;1;January;Male;Youth;Black;Weapons;No Further Action;41
2019;1;January;Male;Youth;Black;Weapons;Other Disposals;5
2019;1;January;Male;Youth;Black;Weapons;Prosecution;43
2019;1;January;Male;Youth;Not Recorded;Assault;No Further Action;1
2019;1;January;Male;Youth;Not Recorded;Drug Possession;Prosecution;1
2019;1;January;Male;Youth;Not Recorded;Drug Supply;No Further Action;3
2019;1;January;Male;Youth;Not Recorded;Other Offence;No Further Action;5
2019;1;January;Male;Youth;Not Recorded;Other Offence;Other Disposals;1
2019;1;January;Male;Youth;Not Recorded;Other Offence;Prosecution;4
2019;1;January;Male;Youth;Not Recorded;Robbery;No Further Action;2
2019;1;January;Male;Youth;Not Recorded;Weapons;No Further Action;1
2019;1;January;Male;Youth;Not Recorded;Weapons;Prosecution;1
2019;1;January;Male;Youth;Other ;Assault;No Further Action;5
2019;1;January;Male;Youth;Other ;Assault;Prosecution;1
2019;1;January;Male;Youth;Other ;Drug Possession;No Further Action;1
2019;1;January;Male;Youth;Other ;Drug Possession;Other Disposals;1
2019;1;January;Male;Youth;Other ;Drug Possession;Prosecution;2
2019;1;January;Male;Youth;Other ;Drug Supply;No Further Action;2
2019;1;January;Male;Youth;Other ;Other Offence;No Further Action;15
2019;1;January;Male;Youth;Other ;Other Offence;Other Disposals;2
2019;1;January;Male;Youth;Other ;Other Offence;Prosecution;5
2019;1;January;Male;Youth;Other ;Other Offence;To Court;1
2019;1;January;Male;Youth;Other ;Robbery;Other Disposals;1
2019;1;January;Male;Youth;Other ;Sexual Offences;No Further Action;1
2019;1;January;Male;Youth;Other ;Weapons;No Further Action;2
2019;1;January;Male;Youth;Other ;Weapons;Prosecution;2
2019;1;January;Male;Youth;White;Assault;No Further Action;48
2019;1;January;Male;Youth;White;Assault;Other Disposals;2
2019;1;January;Male;Youth;White;Assault;Out of Court;3
2019;1;January;Male;Youth;White;Assault;Prosecution;23
2019;1;January;Male;Youth;White;Drug Possession;No Further Action;36
2019;1;January;Male;Youth;White;Drug Possession;Other Disposals;1
2019;1;January;Male;Youth;White;Drug Possession;Out of Court;3
2019;1;January;Male;Youth;White;Drug Possession;Prosecution;19
2019;1;January;Male;Youth;White;Drug Supply;No Further Action;9
2019;1;January;Male;Youth;White;Drug Supply;Prosecution;3
2019;1;January;Male;Youth;White;Drugs - Other;No Further Action;4
2019;1;January;Male;Youth;White;Drugs - Other;Prosecution;1
2019;1;January;Male;Youth;White;Other Offence;No Further Action;151
2019;1;January;Male;Youth;White;Other Offence;Other Disposals;15
2019;1;January;Male;Youth;White;Other Offence;Out of Court;5
2019;1;January;Male;Youth;White;Other Offence;Prosecution;67
2019;1;January;Male;Youth;White;Other Offence;To Court;17
2019;1;January;Male;Youth;White;Robbery;No Further Action;17
2019;1;January;Male;Youth;White;Robbery;Prosecution;6
2019;1;January;Male;Youth;White;Sexual Offences;No Further Action;8
2019;1;January;Male;Youth;White;Sexual Offences;Prosecution;1
2019;1;January;Male;Youth;White;Weapons;No Further Action;24
2019;1;January;Male;Youth;White;Weapons;Other Disposals;1
2019;1;January;Male;Youth;White;Weapons;Out of Court;2
2019;1;January;Male;Youth;White;Weapons;Prosecution;24
2019;2;February;Female;Adult;Asian;Assault;No Further Action;42
2019;2;February;Female;Adult;Asian;Assault;Out of Court;6
2019;2;February;Female;Adult;Asian;Assault;Prosecution;7
2019;2;February;Female;Adult;Asian;Drug Possession;No Further Action;3
2019;2;February;Female;Adult;Asian;Drug Possession;Out of Court;2
2019;2;February;Female;Adult;Asian;Drug Possession;Prosecution;1
2019;2;February;Female;Adult;Asian;Drugs - Other;No Further Action;1
2019;2;February;Female;Adult;Asian;Murder;No Further Action;1
2019;2;February;Female;Adult;Asian;Other Offence;No Further Action;39
2019;2;February;Female;Adult;Asian;Other Offence;Other Disposals;9
2019;2;February;Female;Adult;Asian;Other Offence;Out of Court;11
2019;2;February;Female;Adult;Asian;Other Offence;Prosecution;19
2019;2;February;Female;Adult;Asian;Other Offence;To Court;5
2019;2;February;Female;Adult;Asian;Robbery;No Further Action;2
2019;2;February;Female;Adult;Asian;Weapons;No Further Action;1
2019;2;February;Female;Adult;Asian;Weapons;Out of Court;2
2019;2;February;Female;Adult;Asian;Weapons;Prosecution;2
2019;2;February;Female;Adult;Black;Assault;No Further Action;119
2019;2;February;Female;Adult;Black;Assault;Other Disposals;4
2019;2;February;Female;Adult;Black;Assault;Out of Court;12
2019;2;February;Female;Adult;Black;Assault;Prosecution;49
2019;2;February;Female;Adult;Black;Drug Possession;No Further Action;7
2019;2;February;Female;Adult;Black;Drug Possession;Out of Court;9
2019;2;February;Female;Adult;Black;Drug Possession;Prosecution;6
2019;2;February;Female;Adult;Black;Drug Supply;No Further Action;6
2019;2;February;Female;Adult;Black;Drug Supply;Prosecution;3
2019;2;February;Female;Adult;Black;Drugs - Other;No Further Action;2
2019;2;February;Female;Adult;Black;Drugs - Other;Prosecution;4
2019;2;February;Female;Adult;Black;Other Offence;No Further Action;104
2019;2;February;Female;Adult;Black;Other Offence;Other Disposals;19
2019;2;February;Female;Adult;Black;Other Offence;Out of Court;12
2019;2;February;Female;Adult;Black;Other Offence;Prosecution;71
2019;2;February;Female;Adult;Black;Other Offence;To Court;25
2019;2;February;Female;Adult;Black;Robbery;No Further Action;4
2019;2;February;Female;Adult;Black;Robbery;Prosecution;1
2019;2;February;Female;Adult;Black;Sexual Offences;No Further Action;5
2019;2;February;Female;Adult;Black;Sexual Offences;Prosecution;4
2019;2;February;Female;Adult;Black;Weapons;No Further Action;10
2019;2;February;Female;Adult;Black;Weapons;Other Disposals;1
2019;2;February;Female;Adult;Black;Weapons;Out of Court;1
2019;2;February;Female;Adult;Black;Weapons;Prosecution;13
