Arrest Year;Arrest Month;Arrest Month Name;Gender;Age Group;Ethnicity (4+1);First Arrest Offnece;Domestic Abuse Flag;Arrest Count
2019;12;December;Male;Youth;White;Burglary;No;14
2019;12;December;Male;Youth;White;Drugs;No;49
2019;12;December;Male;Youth;White;Drugs;Yes;1
2019;12;December;Male;Youth;White;Immigration;No;1
2019;12;December;Male;Youth;White;Murder;No;6
2019;12;December;Male;Youth;White;Offensive Weapons;No;15
2019;12;December;Male;Youth;White;Offensive Weapons;Yes;1
2019;12;December;Male;Youth;White;Other Offence;No;88
2019;12;December;Male;Youth;White;Other Offence;Yes;10
2019;12;December;Male;Youth;White;Robbery;No;52
2019;12;December;Male;Youth;White;Sexual Offences;No;4
2019;12;December;Male;Youth;White;Theft;No;47
2020;1;January;Female;Adult;Asian;Assault;No;18
2020;1;January;Female;Adult;Asian;Assault;Yes;23
2020;1;January;Female;Adult;Asian;Driving;No;5
2020;1;January;Female;Adult;Asian;Drugs;No;15
2020;1;January;Female;Adult;Asian;Immigration;No;8
2020;1;January;Female;Adult;Asian;Murder;No;1
2020;1;January;Female;Adult;Asian;Murder;Yes;1
2020;1;January;Female;Adult;Asian;Offensive Weapons;No;2
2020;1;January;Female;Adult;Asian;Other Offence;No;47
2020;1;January;Female;Adult;Asian;Other Offence;Yes;15
2020;1;January;Female;Adult;Asian;Robbery;No;1
2020;1;January;Female;Adult;Asian;Sexual Offences;No;2
2020;1;January;Female;Adult;Asian;Theft;No;5
2020;1;January;Female;Adult;Black;Assault;No;40
2020;1;January;Female;Adult;Black;Assault;Yes;30
2020;1;January;Female;Adult;Black;Burglary;No;6
2020;1;January;Female;Adult;Black;Driving;No;15
2020;1;January;Female;Adult;Black;Drugs;No;27
2020;1;January;Female;Adult;Black;Immigration;No;6
2020;1;January;Female;Adult;Black;Murder;No;6
2020;1;January;Female;Adult;Black;Offensive Weapons;No;7
2020;1;January;Female;Adult;Black;Offensive Weapons;Yes;1
2020;1;January;Female;Adult;Black;Other Offence;No;153
2020;1;January;Female;Adult;Black;Other Offence;Yes;34
2020;1;January;Female;Adult;Black;Robbery;No;1
2020;1;January;Female;Adult;Black;Sexual Offences;No;2
2020;1;January;Female;Adult;Black;Theft;No;20
2020;1;January;Female;Adult;Black;Theft;Yes;1
2020;1;January;Female;Adult;Not Recorded;Assault;Yes;2
2020;1;January;Female;Adult;Not Recorded;Immigration;No;1
2020;1;January;Female;Adult;Not Recorded;Other Offence;No;7
2020;1;January;Female;Adult;Not Recorded;Other Offence;Yes;2
2020;1;January;Female;Adult;Other ;Assault;No;1
2020;1;January;Female;Adult;Other ;Assault;Yes;6
2020;1;January;Female;Adult;Other ;Burglary;No;1
2020;1;January;Female;Adult;Other ;Drugs;No;3
2020;1;January;Female;Adult;Other ;Other Offence;No;8
2020;1;January;Female;Adult;Other ;Other Offence;Yes;1
2020;1;January;Female;Adult;Other ;Robbery;No;1
2020;1;January;Female;Adult;Other ;Theft;No;2
2020;1;January;Female;Adult;White;Assault;No;82
2020;1;January;Female;Adult;White;Assault;Yes;81
2020;1;January;Female;Adult;White;Burglary;No;11
2020;1;January;Female;Adult;White;Driving;No;29
2020;1;January;Female;Adult;White;Drugs;No;61
2020;1;January;Female;Adult;White;Immigration;No;4
2020;1;January;Female;Adult;White;Murder;No;9
2020;1;January;Female;Adult;White;Murder;Yes;2
2020;1;January;Female;Adult;White;Offensive Weapons;No;14
2020;1;January;Female;Adult;White;Other Offence;No;295
2020;1;January;Female;Adult;White;Other Offence;Yes;75
2020;1;January;Female;Adult;White;Robbery;No;6
2020;1;January;Female;Adult;White;Sexual Offences;No;6
2020;1;January;Female;Adult;White;Sexual Offences;Yes;1
2020;1;January;Female;Adult;White;Theft;No;96
2020;1;January;Female;Adult;White;Theft;Yes;2
2020;1;January;Female;Not Recorded;Black;Other Offence;No;1
2020;1;January;Female;Not Recorded;White;Sexual Offences;No;1
2020;1;January;Female;Youth;Asian;Assault;No;2
2020;1;January;Female;Youth;Asian;Assault;Yes;2
2020;1;January;Female;Youth;Asian;Drugs;No;2
2020;1;January;Female;Youth;Asian;Murder;No;1
2020;1;January;Female;Youth;Asian;Other Offence;No;3
2020;1;January;Female;Youth;Asian;Theft;No;2
2020;1;January;Female;Youth;Black;Assault;No;13
2020;1;January;Female;Youth;Black;Assault;Yes;2
2020;1;January;Female;Youth;Black;Burglary;No;1
2020;1;January;Female;Youth;Black;Drugs;No;4
2020;1;January;Female;Youth;Black;Offensive Weapons;No;3
2020;1;January;Female;Youth;Black;Other Offence;No;21
2020;1;January;Female;Youth;Black;Robbery;No;8
2020;1;January;Female;Youth;Black;Sexual Offences;No;1
2020;1;January;Female;Youth;Black;Theft;No;7
2020;1;January;Female;Youth;Other ;Assault;No;3
2020;1;January;Female;Youth;White;Assault;No;8
2020;1;January;Female;Youth;White;Assault;Yes;3
2020;1;January;Female;Youth;White;Burglary;No;1
2020;1;January;Female;Youth;White;Drugs;No;5
2020;1;January;Female;Youth;White;Murder;Yes;1
2020;1;January;Female;Youth;White;Other Offence;No;19
2020;1;January;Female;Youth;White;Other Offence;Yes;8
2020;1;January;Female;Youth;White;Robbery;No;7
2020;1;January;Female;Youth;White;Theft;No;15
2020;1;January;Male;Adult;Asian;Assault;No;111
2020;1;January;Male;Adult;Asian;Assault;Yes;162
2020;1;January;Male;Adult;Asian;Burglary;No;17
2020;1;January;Male;Adult;Asian;Burglary;Yes;2
2020;1;January;Male;Adult;Asian;Driving;No;101
2020;1;January;Male;Adult;Asian;Driving;Yes;1
2020;1;January;Male;Adult;Asian;Drugs;No;218
2020;1;January;Male;Adult;Asian;Drugs;Yes;1
2020;1;January;Male;Adult;Asian;Immigration;No;68
2020;1;January;Male;Adult;Asian;Murder;No;21
2020;1;January;Male;Adult;Asian;Murder;Yes;16
2020;1;January;Male;Adult;Asian;Offensive Weapons;No;47
2020;1;January;Male;Adult;Asian;Other Offence;No;487
2020;1;January;Male;Adult;Asian;Other Offence;Yes;127
2020;1;January;Male;Adult;Asian;Robbery;No;20
2020;1;January;Male;Adult;Asian;Sexual Offences;No;59
2020;1;January;Male;Adult;Asian;Sexual Offences;Yes;7
2020;1;January;Male;Adult;Asian;Theft;No;57
2020;1;January;Male;Adult;Asian;Theft;Yes;2
2020;1;January;Male;Adult;Black;Assault;No;219
2020;1;January;Male;Adult;Black;Assault;Yes;198
2020;1;January;Male;Adult;Black;Burglary;No;69
2020;1;January;Male;Adult;Black;Burglary;Yes;1
2020;1;January;Male;Adult;Black;Driving;No;120
2020;1;January;Male;Adult;Black;Drugs;No;555
2020;1;January;Male;Adult;Black;Drugs;Yes;2
2020;1;January;Male;Adult;Black;Immigration;No;39
2020;1;January;Male;Adult;Black;Murder;No;53
2020;1;January;Male;Adult;Black;Murder;Yes;23
2020;1;January;Male;Adult;Black;Offensive Weapons;No;166
2020;1;January;Male;Adult;Black;Other Offence;No;1.082
2020;1;January;Male;Adult;Black;Other Offence;Yes;200
2020;1;January;Male;Adult;Black;Robbery;No;87
2020;1;January;Male;Adult;Black;Robbery;Yes;3
2020;1;January;Male;Adult;Black;Sexual Offences;No;92
2020;1;January;Male;Adult;Black;Sexual Offences;Yes;13
2020;1;January;Male;Adult;Black;Theft;No;160
2020;1;January;Male;Adult;Black;Theft;Yes;2
2020;1;January;Male;Adult;Not Recorded;Assault;No;10
2020;1;January;Male;Adult;Not Recorded;Assault;Yes;4
2020;1;January;Male;Adult;Not Recorded;Burglary;No;1
2020;1;January;Male;Adult;Not Recorded;Driving;No;4
2020;1;January;Male;Adult;Not Recorded;Drugs;No;5
2020;1;January;Male;Adult;Not Recorded;Immigration;No;8
2020;1;January;Male;Adult;Not Recorded;Murder;No;3
2020;1;January;Male;Adult;Not Recorded;Murder;Yes;1
2020;1;January;Male;Adult;Not Recorded;Offensive Weapons;No;3
2020;1;January;Male;Adult;Not Recorded;Other Offence;No;26
2020;1;January;Male;Adult;Not Recorded;Other Offence;Yes;7
2020;1;January;Male;Adult;Not Recorded;Robbery;No;1
2020;1;January;Male;Adult;Not Recorded;Theft;No;5
2020;1;January;Male;Adult;Other ;Assault;No;28
2020;1;January;Male;Adult;Other ;Assault;Yes;33
2020;1;January;Male;Adult;Other ;Burglary;No;6
2020;1;January;Male;Adult;Other ;Driving;No;12
2020;1;January;Male;Adult;Other ;Drugs;No;64
2020;1;January;Male;Adult;Other ;Immigration;No;27
2020;1;January;Male;Adult;Other ;Murder;No;7
2020;1;January;Male;Adult;Other ;Murder;Yes;3
2020;1;January;Male;Adult;Other ;Offensive Weapons;No;11
2020;1;January;Male;Adult;Other ;Other Offence;No;125
2020;1;January;Male;Adult;Other ;Other Offence;Yes;24
2020;1;January;Male;Adult;Other ;Robbery;No;11
2020;1;January;Male;Adult;Other ;Sexual Offences;No;15
2020;1;January;Male;Adult;Other ;Sexual Offences;Yes;1
2020;1;January;Male;Adult;Other ;Theft;No;18
2020;1;January;Male;Adult;White;Assault;No;308
2020;1;January;Male;Adult;White;Assault;Yes;372
2020;1;January;Male;Adult;White;Burglary;No;176
2020;1;January;Male;Adult;White;Burglary;Yes;4
2020;1;January;Male;Adult;White;Driving;No;202
2020;1;January;Male;Adult;White;Drugs;No;500
2020;1;January;Male;Adult;White;Drugs;Yes;4
2020;1;January;Male;Adult;White;Immigration;No;81
2020;1;January;Male;Adult;White;Immigration;Yes;1
2020;1;January;Male;Adult;White;Murder;No;49
2020;1;January;Male;Adult;White;Murder;Yes;41
2020;1;January;Male;Adult;White;Offensive Weapons;No;139
2020;1;January;Male;Adult;White;Offensive Weapons;Yes;4
2020;1;January;Male;Adult;White;Other Offence;No;1.672
2020;1;January;Male;Adult;White;Other Offence;Yes;397
2020;1;January;Male;Adult;White;Robbery;No;51
2020;1;January;Male;Adult;White;Robbery;Yes;4
2020;1;January;Male;Adult;White;Sexual Offences;No;151
2020;1;January;Male;Adult;White;Sexual Offences;Yes;14
2020;1;January;Male;Adult;White;Theft;No;304
2020;1;January;Male;Adult;White;Theft;Yes;10
2020;1;January;Male;Not Recorded;Black;Other Offence;No;1
2020;1;January;Male;Not Recorded;Black;Other Offence;Yes;1
2020;1;January;Male;Not Recorded;White;Assault;No;1
2020;1;January;Male;Not Recorded;White;Driving;No;1
2020;1;January;Male;Not Recorded;White;Other Offence;No;5
2020;1;January;Male;Youth;Asian;Assault;No;7
2020;1;January;Male;Youth;Asian;Assault;Yes;5
2020;1;January;Male;Youth;Asian;Burglary;No;2
2020;1;January;Male;Youth;Asian;Driving;No;1
2020;1;January;Male;Youth;Asian;Drugs;No;22
2020;1;January;Male;Youth;Asian;Immigration;No;3
2020;1;January;Male;Youth;Asian;Offensive Weapons;No;18
2020;1;January;Male;Youth;Asian;Other Offence;No;40
2020;1;January;Male;Youth;Asian;Other Offence;Yes;2
2020;1;January;Male;Youth;Asian;Robbery;No;34
2020;1;January;Male;Youth;Asian;Sexual Offences;No;2
2020;1;January;Male;Youth;Asian;Theft;No;3
2020;1;January;Male;Youth;Asian;Theft;Yes;1
2020;1;January;Male;Youth;Black;Assault;No;32
2020;1;January;Male;Youth;Black;Assault;Yes;9
2020;1;January;Male;Youth;Black;Burglary;No;12
2020;1;January;Male;Youth;Black;Drugs;No;103
2020;1;January;Male;Youth;Black;Murder;No;12
2020;1;January;Male;Youth;Black;Offensive Weapons;No;69
2020;1;January;Male;Youth;Black;Offensive Weapons;Yes;1
2020;1;January;Male;Youth;Black;Other Offence;No;181
2020;1;January;Male;Youth;Black;Other Offence;Yes;7
2020;1;January;Male;Youth;Black;Robbery;No;188
2020;1;January;Male;Youth;Black;Sexual Offences;No;13
2020;1;January;Male;Youth;Black;Sexual Offences;Yes;1
2020;1;January;Male;Youth;Black;Theft;No;33
2020;1;January;Male;Youth;Not Recorded;Assault;No;1
2020;1;January;Male;Youth;Not Recorded;Burglary;No;1
2020;1;January;Male;Youth;Not Recorded;Offensive Weapons;No;1
2020;1;January;Male;Youth;Not Recorded;Other Offence;No;4
2020;1;January;Male;Youth;Not Recorded;Robbery;No;1
2020;1;January;Male;Youth;Not Recorded;Theft;No;1
2020;1;January;Male;Youth;Other ;Assault;No;2
2020;1;January;Male;Youth;Other ;Assault;Yes;1
2020;1;January;Male;Youth;Other ;Drugs;No;6
2020;1;January;Male;Youth;Other ;Immigration;No;2
2020;1;January;Male;Youth;Other ;Offensive Weapons;No;5
2020;1;January;Male;Youth;Other ;Other Offence;No;19
2020;1;January;Male;Youth;Other ;Other Offence;Yes;1
2020;1;January;Male;Youth;Other ;Robbery;No;8
2020;1;January;Male;Youth;Other ;Sexual Offences;No;3
2020;1;January;Male;Youth;Other ;Theft;No;4
2020;1;January;Male;Youth;White;Assault;No;26
2020;1;January;Male;Youth;White;Assault;Yes;9
2020;1;January;Male;Youth;White;Burglary;No;17
2020;1;January;Male;Youth;White;Driving;No;5
2020;1;January;Male;Youth;White;Drugs;No;65
2020;1;January;Male;Youth;White;Murder;No;3
2020;1;January;Male;Youth;White;Offensive Weapons;No;53
2020;1;January;Male;Youth;White;Other Offence;No;120
2020;1;January;Male;Youth;White;Other Offence;Yes;9
2020;1;January;Male;Youth;White;Robbery;No;45
2020;1;January;Male;Youth;White;Sexual Offences;No;12
2020;1;January;Male;Youth;White;Theft;No;49
2020;2;February;Female;Adult;Asian;Assault;No;10
2020;2;February;Female;Adult;Asian;Assault;Yes;26
2020;2;February;Female;Adult;Asian;Burglary;No;1
2020;2;February;Female;Adult;Asian;Driving;No;2
2020;2;February;Female;Adult;Asian;Drugs;No;7
2020;2;February;Female;Adult;Asian;Immigration;No;7
2020;2;February;Female;Adult;Asian;Murder;Yes;1
2020;2;February;Female;Adult;Asian;Offensive Weapons;No;4
2020;2;February;Female;Adult;Asian;Other Offence;No;26
2020;2;February;Female;Adult;Asian;Other Offence;Yes;14
2020;2;February;Female;Adult;Asian;Sexual Offences;Yes;1
2020;2;February;Female;Adult;Asian;Theft;No;12
2020;2;February;Female;Adult;Black;Assault;No;47
2020;2;February;Female;Adult;Black;Assault;Yes;43
2020;2;February;Female;Adult;Black;Burglary;No;4
2020;2;February;Female;Adult;Black;Driving;No;23
2020;2;February;Female;Adult;Black;Driving;Yes;1
2020;2;February;Female;Adult;Black;Drugs;No;23
2020;2;February;Female;Adult;Black;Immigration;No;3
2020;2;February;Female;Adult;Black;Murder;No;7
2020;2;February;Female;Adult;Black;Murder;Yes;2
2020;2;February;Female;Adult;Black;Offensive Weapons;No;7
2020;2;February;Female;Adult;Black;Other Offence;No;149
2020;2;February;Female;Adult;Black;Other Offence;Yes;37
2020;2;February;Female;Adult;Black;Robbery;No;4
2020;2;February;Female;Adult;Black;Sexual Offences;No;3
2020;2;February;Female;Adult;Black;Sexual Offences;Yes;1
2020;2;February;Female;Adult;Black;Theft;No;25
2020;2;February;Female;Adult;Not Recorded;Assault;No;4
2020;2;February;Female;Adult;Not Recorded;Assault;Yes;3
2020;2;February;Female;Adult;Not Recorded;Drugs;No;3
2020;2;February;Female;Adult;Not Recorded;Other Offence;No;4
2020;2;February;Female;Adult;Not Recorded;Theft;No;1
2020;2;February;Female;Adult;Other ;Assault;No;4
2020;2;February;Female;Adult;Other ;Assault;Yes;8
2020;2;February;Female;Adult;Other ;Driving;No;1
2020;2;February;Female;Adult;Other ;Other Offence;No;11
2020;2;February;Female;Adult;Other ;Other Offence;Yes;1
2020;2;February;Female;Adult;White;Assault;No;68
2020;2;February;Female;Adult;White;Assault;Yes;69
2020;2;February;Female;Adult;White;Burglary;No;16
2020;2;February;Female;Adult;White;Burglary;Yes;1
2020;2;February;Female;Adult;White;Driving;No;25
2020;2;February;Female;Adult;White;Drugs;No;53
2020;2;February;Female;Adult;White;Immigration;No;4
2020;2;February;Female;Adult;White;Murder;No;5
2020;2;February;Female;Adult;White;Murder;Yes;5
2020;2;February;Female;Adult;White;Offensive Weapons;No;12
2020;2;February;Female;Adult;White;Offensive Weapons;Yes;1
2020;2;February;Female;Adult;White;Other Offence;No;292
2020;2;February;Female;Adult;White;Other Offence;Yes;81
2020;2;February;Female;Adult;White;Robbery;No;3
2020;2;February;Female;Adult;White;Sexual Offences;No;2
2020;2;February;Female;Adult;White;Theft;No;119
2020;2;February;Female;Adult;White;Theft;Yes;3
2020;2;February;Female;Not Recorded;White;Other Offence;No;1
2020;2;February;Female;Not Recorded;White;Other Offence;Yes;1
2020;2;February;Female;Youth;Asian;Assault;No;2
2020;2;February;Female;Youth;Asian;Assault;Yes;1
2020;2;February;Female;Youth;Asian;Drugs;No;1
2020;2;February;Female;Youth;Asian;Other Offence;No;2
2020;2;February;Female;Youth;Asian;Robbery;No;1
2020;2;February;Female;Youth;Black;Assault;No;16
2020;2;February;Female;Youth;Black;Assault;Yes;4
2020;2;February;Female;Youth;Black;Drugs;No;1
2020;2;February;Female;Youth;Black;Offensive Weapons;No;1
2020;2;February;Female;Youth;Black;Other Offence;No;15
2020;2;February;Female;Youth;Black;Other Offence;Yes;2
2020;2;February;Female;Youth;Black;Robbery;No;15
2020;2;February;Female;Youth;Black;Sexual Offences;No;1
2020;2;February;Female;Youth;Black;Sexual Offences;Yes;1
2020;2;February;Female;Youth;Black;Theft;No;6
2020;2;February;Female;Youth;Not Recorded;Assault;No;3
2020;2;February;Female;Youth;Not Recorded;Drugs;No;1
2020;2;February;Female;Youth;Not Recorded;Offensive Weapons;No;1
2020;2;February;Female;Youth;Not Recorded;Other Offence;No;1
2020;2;February;Female;Youth;Other ;Other Offence;No;2
2020;2;February;Female;Youth;White;Assault;No;12
2020;2;February;Female;Youth;White;Assault;Yes;3
2020;2;February;Female;Youth;White;Burglary;No;1
2020;2;February;Female;Youth;White;Drugs;No;10
2020;2;February;Female;Youth;White;Murder;No;1
2020;2;February;Female;Youth;White;Offensive Weapons;No;3
2020;2;February;Female;Youth;White;Other Offence;No;27
2020;2;February;Female;Youth;White;Other Offence;Yes;6
2020;2;February;Female;Youth;White;Robbery;No;5
2020;2;February;Female;Youth;White;Sexual Offences;No;1
2020;2;February;Female;Youth;White;Theft;No;14
2020;2;February;Male;Adult;Asian;Assault;No;94
2020;2;February;Male;Adult;Asian;Assault;Yes;133
2020;2;February;Male;Adult;Asian;Burglary;No;21
2020;2;February;Male;Adult;Asian;Burglary;Yes;2
2020;2;February;Male;Adult;Asian;Driving;No;73
2020;2;February;Male;Adult;Asian;Drugs;No;217
2020;2;February;Male;Adult;Asian;Drugs;Yes;2
2020;2;February;Male;Adult;Asian;Immigration;No;65
2020;2;February;Male;Adult;Asian;Murder;No;22
2020;2;February;Male;Adult;Asian;Murder;Yes;13
2020;2;February;Male;Adult;Asian;Offensive Weapons;No;37
2020;2;February;Male;Adult;Asian;Offensive Weapons;Yes;1
2020;2;February;Male;Adult;Asian;Other Offence;No;419
2020;2;February;Male;Adult;Asian;Other Offence;Yes;119
2020;2;February;Male;Adult;Asian;Robbery;No;21
2020;2;February;Male;Adult;Asian;Robbery;Yes;1
2020;2;February;Male;Adult;Asian;Sexual Offences;No;53
2020;2;February;Male;Adult;Asian;Sexual Offences;Yes;5
2020;2;February;Male;Adult;Asian;Theft;No;60
2020;2;February;Male;Adult;Asian;Theft;Yes;3
2020;2;February;Male;Adult;Black;Assault;No;194
2020;2;February;Male;Adult;Black;Assault;Yes;179
2020;2;February;Male;Adult;Black;Burglary;No;61
2020;2;February;Male;Adult;Black;Burglary;Yes;1
2020;2;February;Male;Adult;Black;Driving;No;123
2020;2;February;Male;Adult;Black;Drugs;No;512
2020;2;February;Male;Adult;Black;Drugs;Yes;2
2020;2;February;Male;Adult;Black;Immigration;No;38
2020;2;February;Male;Adult;Black;Murder;No;53
2020;2;February;Male;Adult;Black;Murder;Yes;17
2020;2;February;Male;Adult;Black;Offensive Weapons;No;147
2020;2;February;Male;Adult;Black;Other Offence;No;982
2020;2;February;Male;Adult;Black;Other Offence;Yes;171
2020;2;February;Male;Adult;Black;Robbery;No;74
2020;2;February;Male;Adult;Black;Robbery;Yes;1
2020;2;February;Male;Adult;Black;Sexual Offences;No;89
2020;2;February;Male;Adult;Black;Sexual Offences;Yes;11
2020;2;February;Male;Adult;Black;Theft;No;153
2020;2;February;Male;Adult;Black;Theft;Yes;3
2020;2;February;Male;Adult;Not Recorded;Assault;No;8
2020;2;February;Male;Adult;Not Recorded;Assault;Yes;6
2020;2;February;Male;Adult;Not Recorded;Burglary;No;2
2020;2;February;Male;Adult;Not Recorded;Driving;No;3
2020;2;February;Male;Adult;Not Recorded;Drugs;No;9
2020;2;February;Male;Adult;Not Recorded;Immigration;No;5
2020;2;February;Male;Adult;Not Recorded;Murder;No;1
2020;2;February;Male;Adult;Not Recorded;Other Offence;No;31
2020;2;February;Male;Adult;Not Recorded;Other Offence;Yes;6
2020;2;February;Male;Adult;Not Recorded;Robbery;No;1
2020;2;February;Male;Adult;Not Recorded;Sexual Offences;No;5
2020;2;February;Male;Adult;Not Recorded;Sexual Offences;Yes;1
2020;2;February;Male;Adult;Not Recorded;Theft;No;4
2020;2;February;Male;Adult;Not Recorded;Theft;Yes;1
2020;2;February;Male;Adult;Other ;Assault;No;29
2020;2;February;Male;Adult;Other ;Assault;Yes;21
2020;2;February;Male;Adult;Other ;Burglary;No;4
2020;2;February;Male;Adult;Other ;Driving;No;12
2020;2;February;Male;Adult;Other ;Drugs;No;35
2020;2;February;Male;Adult;Other ;Immigration;No;23
2020;2;February;Male;Adult;Other ;Murder;No;1
2020;2;February;Male;Adult;Other ;Murder;Yes;3
2020;2;February;Male;Adult;Other ;Offensive Weapons;No;11
2020;2;February;Male;Adult;Other ;Other Offence;No;88
2020;2;February;Male;Adult;Other ;Other Offence;Yes;36
2020;2;February;Male;Adult;Other ;Robbery;No;4
2020;2;February;Male;Adult;Other ;Sexual Offences;No;13
2020;2;February;Male;Adult;Other ;Sexual Offences;Yes;1
2020;2;February;Male;Adult;Other ;Theft;No;26
2020;2;February;Male;Adult;Other ;Theft;Yes;1
2020;2;February;Male;Adult;White;Assault;No;321
2020;2;February;Male;Adult;White;Assault;Yes;315
2020;2;February;Male;Adult;White;Burglary;No;159
2020;2;February;Male;Adult;White;Burglary;Yes;5
2020;2;February;Male;Adult;White;Driving;No;203
2020;2;February;Male;Adult;White;Drugs;No;450
2020;2;February;Male;Adult;White;Drugs;Yes;4
2020;2;February;Male;Adult;White;Immigration;No;70
2020;2;February;Male;Adult;White;Murder;No;52
2020;2;February;Male;Adult;White;Murder;Yes;34
2020;2;February;Male;Adult;White;Offensive Weapons;No;127
2020;2;February;Male;Adult;White;Offensive Weapons;Yes;1
2020;2;February;Male;Adult;White;Other Offence;No;1.658
2020;2;February;Male;Adult;White;Other Offence;Yes;338
2020;2;February;Male;Adult;White;Robbery;No;33
2020;2;February;Male;Adult;White;Robbery;Yes;2
2020;2;February;Male;Adult;White;Sexual Offences;No;146
2020;2;February;Male;Adult;White;Sexual Offences;Yes;17
2020;2;February;Male;Adult;White;Theft;No;287
2020;2;February;Male;Adult;White;Theft;Yes;4
2020;2;February;Male;Not Recorded;Asian;Other Offence;No;5
2020;2;February;Male;Not Recorded;Black;Drugs;No;2
2020;2;February;Male;Not Recorded;Black;Other Offence;No;1
2020;2;February;Male;Not Recorded;White;Driving;No;1
2020;2;February;Male;Not Recorded;White;Other Offence;No;1
2020;2;February;Male;Not Recorded;White;Theft;No;1
2020;2;February;Male;Youth;Asian;Assault;No;10
2020;2;February;Male;Youth;Asian;Assault;Yes;2
2020;2;February;Male;Youth;Asian;Burglary;No;2
2020;2;February;Male;Youth;Asian;Drugs;No;25
2020;2;February;Male;Youth;Asian;Immigration;No;1
2020;2;February;Male;Youth;Asian;Offensive Weapons;No;9
2020;2;February;Male;Youth;Asian;Offensive Weapons;Yes;1
2020;2;February;Male;Youth;Asian;Other Offence;No;20
2020;2;February;Male;Youth;Asian;Other Offence;Yes;4
2020;2;February;Male;Youth;Asian;Robbery;No;18
2020;2;February;Male;Youth;Asian;Sexual Offences;No;3
2020;2;February;Male;Youth;Asian;Theft;No;4
2020;2;February;Male;Youth;Black;Assault;No;45
2020;2;February;Male;Youth;Black;Assault;Yes;7
2020;2;February;Male;Youth;Black;Burglary;No;13
2020;2;February;Male;Youth;Black;Driving;No;2
2020;2;February;Male;Youth;Black;Drugs;No;90
2020;2;February;Male;Youth;Black;Immigration;No;3
2020;2;February;Male;Youth;Black;Murder;No;4
2020;2;February;Male;Youth;Black;Offensive Weapons;No;60
2020;2;February;Male;Youth;Black;Other Offence;No;146
2020;2;February;Male;Youth;Black;Other Offence;Yes;4
2020;2;February;Male;Youth;Black;Robbery;No;166
2020;2;February;Male;Youth;Black;Sexual Offences;No;20
2020;2;February;Male;Youth;Black;Theft;No;37
2020;2;February;Male;Youth;Not Recorded;Assault;No;1
2020;2;February;Male;Youth;Not Recorded;Driving;No;1
2020;2;February;Male;Youth;Not Recorded;Offensive Weapons;No;2
2020;2;February;Male;Youth;Not Recorded;Other Offence;No;6
2020;2;February;Male;Youth;Not Recorded;Other Offence;Yes;1
2020;2;February;Male;Youth;Not Recorded;Robbery;No;1
2020;2;February;Male;Youth;Other ;Assault;No;3
2020;2;February;Male;Youth;Other ;Burglary;No;2
2020;2;February;Male;Youth;Other ;Drugs;No;7
2020;2;February;Male;Youth;Other ;Immigration;No;2
2020;2;February;Male;Youth;Other ;Offensive Weapons;No;6
2020;2;February;Male;Youth;Other ;Other Offence;No;9
2020;2;February;Male;Youth;Other ;Robbery;No;6
2020;2;February;Male;Youth;Other ;Theft;No;2
2020;2;February;Male;Youth;White;Assault;No;24
2020;2;February;Male;Youth;White;Assault;Yes;12
2020;2;February;Male;Youth;White;Burglary;No;17
2020;2;February;Male;Youth;White;Driving;No;3
2020;2;February;Male;Youth;White;Drugs;No;67
2020;2;February;Male;Youth;White;Murder;No;6
2020;2;February;Male;Youth;White;Offensive Weapons;No;32
2020;2;February;Male;Youth;White;Other Offence;No;105
2020;2;February;Male;Youth;White;Other Offence;Yes;10
2020;2;February;Male;Youth;White;Robbery;No;62
2020;2;February;Male;Youth;White;Sexual Offences;No;14
2020;2;February;Male;Youth;White;Theft;No;27
2020;3;March;Female;Adult;Asian;Assault;No;17
2020;3;March;Female;Adult;Asian;Assault;Yes;26
2020;3;March;Female;Adult;Asian;Driving;No;6
2020;3;March;Female;Adult;Asian;Drugs;No;11
2020;3;March;Female;Adult;Asian;Murder;No;1
2020;3;March;Female;Adult;Asian;Murder;Yes;2
2020;3;March;Female;Adult;Asian;Offensive Weapons;No;3
2020;3;March;Female;Adult;Asian;Other Offence;No;43
2020;3;March;Female;Adult;Asian;Other Offence;Yes;16
2020;3;March;Female;Adult;Asian;Theft;No;5
2020;3;March;Female;Adult;Black;Assault;No;48
2020;3;March;Female;Adult;Black;Assault;Yes;34
2020;3;March;Female;Adult;Black;Burglary;No;2
2020;3;March;Female;Adult;Black;Driving;No;9
2020;3;March;Female;Adult;Black;Drugs;No;23
2020;3;March;Female;Adult;Black;Immigration;No;1
2020;3;March;Female;Adult;Black;Murder;No;8
2020;3;March;Female;Adult;Black;Murder;Yes;5
2020;3;March;Female;Adult;Black;Offensive Weapons;No;6
2020;3;March;Female;Adult;Black;Offensive Weapons;Yes;1
2020;3;March;Female;Adult;Black;Other Offence;No;176
2020;3;March;Female;Adult;Black;Other Offence;Yes;40
2020;3;March;Female;Adult;Black;Robbery;No;4
2020;3;March;Female;Adult;Black;Sexual Offences;No;1
2020;3;March;Female;Adult;Black;Theft;No;22
2020;3;March;Female;Adult;Not Recorded;Assault;Yes;1
2020;3;March;Female;Adult;Not Recorded;Driving;No;1
2020;3;March;Female;Adult;Not Recorded;Immigration;No;1
2020;3;March;Female;Adult;Not Recorded;Other Offence;No;6
2020;3;March;Female;Adult;Not Recorded;Other Offence;Yes;2
