Arrest Year;Arrest Month;Arrest Month Name;Gender;Age Group;Ethnicity (4+1);First Arrest Offnece;Domestic Abuse Flag;Arrest Count
2019;1;January;Female;Adult;Asian;Assault;No;10
2019;1;January;Female;Adult;Asian;Assault;Yes;22
2019;1;January;Female;Adult;Asian;Burglary;No;1
2019;1;January;Female;Adult;Asian;Driving;No;8
2019;1;January;Female;Adult;Asian;Drugs;No;4
2019;1;January;Female;Adult;Asian;Immigration;No;7
2019;1;January;Female;Adult;Asian;Murder;No;2
2019;1;January;Female;Adult;Asian;Murder;Yes;1
2019;1;January;Female;Adult;Asian;Offensive Weapons;No;1
2019;1;January;Female;Adult;Asian;Other Offence;No;35
2019;1;January;Female;Adult;Asian;Other Offence;Yes;22
2019;1;January;Female;Adult;Asian;Robbery;No;1
2019;1;January;Female;Adult;Asian;Robbery;Yes;1
2019;1;January;Female;Adult;Asian;Theft;No;13
2019;1;January;Female;Adult;Black;Assault;No;53
2019;1;January;Female;Adult;Black;Assault;Yes;48
2019;1;January;Female;Adult;Black;Burglary;No;8
2019;1;January;Female;Adult;Black;Burglary;Yes;1
2019;1;January;Female;Adult;Black;Driving;No;27
2019;1;January;Female;Adult;Black;Drugs;No;35
2019;1;January;Female;Adult;Black;Immigration;No;2
2019;1;January;Female;Adult;Black;Murder;No;4
2019;1;January;Female;Adult;Black;Offensive Weapons;No;8
2019;1;January;Female;Adult;Black;Other Offence;No;158
2019;1;January;Female;Adult;Black;Other Offence;Yes;41
2019;1;January;Female;Adult;Black;Robbery;No;1
2019;1;January;Female;Adult;Black;Sexual Offences;No;2
2019;1;January;Female;Adult;Black;Theft;No;32
2019;1;January;Female;Adult;Not Recorded;Driving;No;1
2019;1;January;Female;Adult;Not Recorded;Immigration;No;1
2019;1;January;Female;Adult;Not Recorded;Other Offence;No;3
2019;1;January;Female;Adult;Not Recorded;Other Offence;Yes;1
2019;1;January;Female;Adult;Not Recorded;Theft;No;1
2019;1;January;Female;Adult;Other ;Assault;Yes;4
2019;1;January;Female;Adult;Other ;Burglary;No;1
2019;1;January;Female;Adult;Other ;Drugs;No;1
2019;1;January;Female;Adult;Other ;Immigration;No;1
2019;1;January;Female;Adult;Other ;Offensive Weapons;No;2
2019;1;January;Female;Adult;Other ;Other Offence;No;9
2019;1;January;Female;Adult;Other ;Theft;No;2
2019;1;January;Female;Adult;White;Assault;No;90
2019;1;January;Female;Adult;White;Assault;Yes;92
2019;1;January;Female;Adult;White;Burglary;No;18
2019;1;January;Female;Adult;White;Burglary;Yes;1
2019;1;January;Female;Adult;White;Driving;No;49
2019;1;January;Female;Adult;White;Drugs;No;49
2019;1;January;Female;Adult;White;Immigration;No;3
2019;1;January;Female;Adult;White;Murder;No;5
2019;1;January;Female;Adult;White;Murder;Yes;4
2019;1;January;Female;Adult;White;Offensive Weapons;No;16
2019;1;January;Female;Adult;White;Other Offence;No;312
2019;1;January;Female;Adult;White;Other Offence;Yes;73
2019;1;January;Female;Adult;White;Robbery;No;3
2019;1;January;Female;Adult;White;Sexual Offences;No;1
2019;1;January;Female;Adult;White;Theft;No;108
2019;1;January;Female;Adult;White;Theft;Yes;2
2019;1;January;Female;Not Recorded;White;Other Offence;No;1
2019;1;January;Female;Not Recorded;White;Theft;No;1
2019;1;January;Female;Youth;Asian;Assault;No;2
2019;1;January;Female;Youth;Asian;Assault;Yes;1
2019;1;January;Female;Youth;Asian;Drugs;No;1
2019;1;January;Female;Youth;Asian;Offensive Weapons;No;1
2019;1;January;Female;Youth;Asian;Other Offence;No;6
2019;1;January;Female;Youth;Asian;Other Offence;Yes;1
2019;1;January;Female;Youth;Asian;Robbery;No;1
2019;1;January;Female;Youth;Asian;Theft;No;3
2019;1;January;Female;Youth;Asian;Theft;Yes;1
2019;1;January;Female;Youth;Black;Assault;No;14
2019;1;January;Female;Youth;Black;Assault;Yes;3
2019;1;January;Female;Youth;Black;Drugs;No;6
2019;1;January;Female;Youth;Black;Murder;Yes;1
2019;1;January;Female;Youth;Black;Offensive Weapons;No;1
2019;1;January;Female;Youth;Black;Other Offence;No;31
2019;1;January;Female;Youth;Black;Other Offence;Yes;3
2019;1;January;Female;Youth;Black;Robbery;No;5
2019;1;January;Female;Youth;Black;Theft;No;3
2019;1;January;Female;Youth;Not Recorded;Assault;No;1
2019;1;January;Female;Youth;Not Recorded;Other Offence;No;1
2019;1;January;Female;Youth;Other ;Other Offence;Yes;1
2019;1;January;Female;Youth;White;Assault;No;8
2019;1;January;Female;Youth;White;Assault;Yes;1
2019;1;January;Female;Youth;White;Burglary;No;1
2019;1;January;Female;Youth;White;Drugs;No;5
2019;1;January;Female;Youth;White;Offensive Weapons;No;6
2019;1;January;Female;Youth;White;Other Offence;No;23
2019;1;January;Female;Youth;White;Other Offence;Yes;3
2019;1;January;Female;Youth;White;Robbery;No;4
2019;1;January;Female;Youth;White;Theft;No;9
2019;1;January;Male;Adult;Asian;Assault;No;102
2019;1;January;Male;Adult;Asian;Assault;Yes;177
2019;1;January;Male;Adult;Asian;Burglary;No;36
2019;1;January;Male;Adult;Asian;Driving;No;105
2019;1;January;Male;Adult;Asian;Driving;Yes;2
2019;1;January;Male;Adult;Asian;Drugs;No;219
2019;1;January;Male;Adult;Asian;Immigration;No;103
2019;1;January;Male;Adult;Asian;Murder;No;30
2019;1;January;Male;Adult;Asian;Murder;Yes;16
2019;1;January;Male;Adult;Asian;Offensive Weapons;No;58
2019;1;January;Male;Adult;Asian;Other Offence;No;437
2019;1;January;Male;Adult;Asian;Other Offence;Yes;147
2019;1;January;Male;Adult;Asian;Robbery;No;17
2019;1;January;Male;Adult;Asian;Sexual Offences;No;57
2019;1;January;Male;Adult;Asian;Sexual Offences;Yes;10
2019;1;January;Male;Adult;Asian;Theft;No;64
2019;1;January;Male;Adult;Asian;Theft;Yes;6
2019;1;January;Male;Adult;Black;Assault;No;205
2019;1;January;Male;Adult;Black;Assault;Yes;250
2019;1;January;Male;Adult;Black;Burglary;No;96
2019;1;January;Male;Adult;Black;Burglary;Yes;2
2019;1;January;Male;Adult;Black;Driving;No;137
2019;1;January;Male;Adult;Black;Drugs;No;484
2019;1;January;Male;Adult;Black;Drugs;Yes;4
2019;1;January;Male;Adult;Black;Immigration;No;37
2019;1;January;Male;Adult;Black;Murder;No;43
2019;1;January;Male;Adult;Black;Murder;Yes;13
2019;1;January;Male;Adult;Black;Offensive Weapons;No;167
2019;1;January;Male;Adult;Black;Offensive Weapons;Yes;1
2019;1;January;Male;Adult;Black;Other Offence;No;958
2019;1;January;Male;Adult;Black;Other Offence;Yes;232
2019;1;January;Male;Adult;Black;Robbery;No;60
2019;1;January;Male;Adult;Black;Robbery;Yes;5
2019;1;January;Male;Adult;Black;Sexual Offences;No;72
2019;1;January;Male;Adult;Black;Sexual Offences;Yes;8
2019;1;January;Male;Adult;Black;Theft;No;141
2019;1;January;Male;Adult;Black;Theft;Yes;5
2019;1;January;Male;Adult;Not Recorded;Assault;No;13
2019;1;January;Male;Adult;Not Recorded;Assault;Yes;5
2019;1;January;Male;Adult;Not Recorded;Burglary;No;4
2019;1;January;Male;Adult;Not Recorded;Driving;No;1
2019;1;January;Male;Adult;Not Recorded;Drugs;No;5
2019;1;January;Male;Adult;Not Recorded;Immigration;No;3
2019;1;January;Male;Adult;Not Recorded;Murder;Yes;1
2019;1;January;Male;Adult;Not Recorded;Offensive Weapons;No;3
2019;1;January;Male;Adult;Not Recorded;Other Offence;No;22
2019;1;January;Male;Adult;Not Recorded;Robbery;No;3
2019;1;January;Male;Adult;Not Recorded;Sexual Offences;No;3
2019;1;January;Male;Adult;Not Recorded;Theft;No;3
2019;1;January;Male;Adult;Other ;Assault;No;24
2019;1;January;Male;Adult;Other ;Assault;Yes;23
2019;1;January;Male;Adult;Other ;Burglary;No;7
2019;1;January;Male;Adult;Other ;Driving;No;21
2019;1;January;Male;Adult;Other ;Drugs;No;40
2019;1;January;Male;Adult;Other ;Drugs;Yes;1
2019;1;January;Male;Adult;Other ;Immigration;No;35
2019;1;January;Male;Adult;Other ;Murder;No;2
2019;1;January;Male;Adult;Other ;Murder;Yes;5
2019;1;January;Male;Adult;Other ;Offensive Weapons;No;11
2019;1;January;Male;Adult;Other ;Other Offence;No;103
2019;1;January;Male;Adult;Other ;Other Offence;Yes;30
2019;1;January;Male;Adult;Other ;Robbery;No;9
2019;1;January;Male;Adult;Other ;Sexual Offences;No;11
2019;1;January;Male;Adult;Other ;Sexual Offences;Yes;4
2019;1;January;Male;Adult;Other ;Theft;No;20
2019;1;January;Male;Adult;White;Assault;No;316
2019;1;January;Male;Adult;White;Assault;Yes;416
2019;1;January;Male;Adult;White;Burglary;No;205
2019;1;January;Male;Adult;White;Burglary;Yes;6
2019;1;January;Male;Adult;White;Driving;No;219
2019;1;January;Male;Adult;White;Driving;Yes;1
2019;1;January;Male;Adult;White;Drugs;No;417
2019;1;January;Male;Adult;White;Drugs;Yes;2
2019;1;January;Male;Adult;White;Immigration;No;53
2019;1;January;Male;Adult;White;Murder;No;44
2019;1;January;Male;Adult;White;Murder;Yes;31
2019;1;January;Male;Adult;White;Offensive Weapons;No;133
2019;1;January;Male;Adult;White;Offensive Weapons;Yes;1
2019;1;January;Male;Adult;White;Other Offence;No;1.639
2019;1;January;Male;Adult;White;Other Offence;Yes;420
2019;1;January;Male;Adult;White;Robbery;No;42
2019;1;January;Male;Adult;White;Robbery;Yes;1
2019;1;January;Male;Adult;White;Sexual Offences;No;107
2019;1;January;Male;Adult;White;Sexual Offences;Yes;17
2019;1;January;Male;Adult;White;Theft;No;311
2019;1;January;Male;Adult;White;Theft;Yes;13
2019;1;January;Male;Not Recorded;Asian;Assault;No;1
2019;1;January;Male;Not Recorded;Asian;Sexual Offences;No;1
2019;1;January;Male;Not Recorded;Black;Other Offence;No;3
2019;1;January;Male;Not Recorded;Not Recorded;Other Offence;No;1
2019;1;January;Male;Not Recorded;Other ;Burglary;No;1
2019;1;January;Male;Not Recorded;White;Assault;Yes;1
2019;1;January;Male;Youth;Asian;Assault;No;11
2019;1;January;Male;Youth;Asian;Assault;Yes;5
2019;1;January;Male;Youth;Asian;Burglary;No;3
2019;1;January;Male;Youth;Asian;Driving;No;1
2019;1;January;Male;Youth;Asian;Drugs;No;33
2019;1;January;Male;Youth;Asian;Immigration;No;2
2019;1;January;Male;Youth;Asian;Murder;No;4
2019;1;January;Male;Youth;Asian;Offensive Weapons;No;14
2019;1;January;Male;Youth;Asian;Other Offence;No;24
2019;1;January;Male;Youth;Asian;Other Offence;Yes;1
2019;1;January;Male;Youth;Asian;Robbery;No;21
2019;1;January;Male;Youth;Asian;Sexual Offences;No;2
2019;1;January;Male;Youth;Asian;Theft;No;7
2019;1;January;Male;Youth;Black;Assault;No;35
2019;1;January;Male;Youth;Black;Assault;Yes;5
2019;1;January;Male;Youth;Black;Burglary;No;21
2019;1;January;Male;Youth;Black;Driving;No;1
2019;1;January;Male;Youth;Black;Drugs;No;89
2019;1;January;Male;Youth;Black;Immigration;No;8
2019;1;January;Male;Youth;Black;Murder;No;6
2019;1;January;Male;Youth;Black;Offensive Weapons;No;62
2019;1;January;Male;Youth;Black;Other Offence;No;106
2019;1;January;Male;Youth;Black;Other Offence;Yes;8
2019;1;January;Male;Youth;Black;Robbery;No;102
2019;1;January;Male;Youth;Black;Sexual Offences;No;10
2019;1;January;Male;Youth;Black;Theft;No;29
2019;1;January;Male;Youth;Not Recorded;Assault;Yes;1
2019;1;January;Male;Youth;Not Recorded;Drugs;No;1
2019;1;January;Male;Youth;Not Recorded;Immigration;No;1
2019;1;January;Male;Youth;Not Recorded;Offensive Weapons;No;3
2019;1;January;Male;Youth;Not Recorded;Other Offence;No;6
2019;1;January;Male;Youth;Not Recorded;Other Offence;Yes;1
2019;1;January;Male;Youth;Not Recorded;Robbery;No;2
2019;1;January;Male;Youth;Not Recorded;Theft;No;1
2019;1;January;Male;Youth;Other ;Assault;No;4
2019;1;January;Male;Youth;Other ;Burglary;No;3
2019;1;January;Male;Youth;Other ;Drugs;No;7
2019;1;January;Male;Youth;Other ;Immigration;No;1
2019;1;January;Male;Youth;Other ;Offensive Weapons;No;5
2019;1;January;Male;Youth;Other ;Other Offence;No;6
2019;1;January;Male;Youth;Other ;Robbery;No;2
2019;1;January;Male;Youth;White;Assault;No;26
2019;1;January;Male;Youth;White;Assault;Yes;12
2019;1;January;Male;Youth;White;Burglary;No;12
2019;1;January;Male;Youth;White;Driving;No;3
2019;1;January;Male;Youth;White;Drugs;No;57
2019;1;January;Male;Youth;White;Immigration;No;1
2019;1;January;Male;Youth;White;Murder;No;1
2019;1;January;Male;Youth;White;Offensive Weapons;No;43
2019;1;January;Male;Youth;White;Other Offence;No;112
2019;1;January;Male;Youth;White;Other Offence;Yes;10
2019;1;January;Male;Youth;White;Robbery;No;29
2019;1;January;Male;Youth;White;Sexual Offences;No;6
2019;1;January;Male;Youth;White;Theft;No;43
2019;1;January;Male;Youth;White;Theft;Yes;1
2019;2;February;Female;Adult;Asian;Assault;No;8
2019;2;February;Female;Adult;Asian;Assault;Yes;19
2019;2;February;Female;Adult;Asian;Driving;No;7
2019;2;February;Female;Adult;Asian;Drugs;No;4
2019;2;February;Female;Adult;Asian;Immigration;No;10
2019;2;February;Female;Adult;Asian;Murder;No;1
2019;2;February;Female;Adult;Asian;Murder;Yes;3
2019;2;February;Female;Adult;Asian;Other Offence;No;44
2019;2;February;Female;Adult;Asian;Other Offence;Yes;16
2019;2;February;Female;Adult;Asian;Robbery;No;2
2019;2;February;Female;Adult;Asian;Theft;No;11
2019;2;February;Female;Adult;Black;Assault;No;47
2019;2;February;Female;Adult;Black;Assault;Yes;39
2019;2;February;Female;Adult;Black;Burglary;No;9
2019;2;February;Female;Adult;Black;Driving;No;16
2019;2;February;Female;Adult;Black;Drugs;No;29
2019;2;February;Female;Adult;Black;Immigration;No;8
2019;2;February;Female;Adult;Black;Murder;No;10
2019;2;February;Female;Adult;Black;Murder;Yes;1
2019;2;February;Female;Adult;Black;Offensive Weapons;No;14
2019;2;February;Female;Adult;Black;Other Offence;No;153
2019;2;February;Female;Adult;Black;Other Offence;Yes;34
2019;2;February;Female;Adult;Black;Robbery;No;3
2019;2;February;Female;Adult;Black;Sexual Offences;No;1
2019;2;February;Female;Adult;Black;Theft;No;15
2019;2;February;Female;Adult;Not Recorded;Assault;No;2
2019;2;February;Female;Adult;Not Recorded;Assault;Yes;1
2019;2;February;Female;Adult;Not Recorded;Burglary;No;1
2019;2;February;Female;Adult;Not Recorded;Driving;No;1
2019;2;February;Female;Adult;Not Recorded;Drugs;No;1
2019;2;February;Female;Adult;Not Recorded;Immigration;No;1
2019;2;February;Female;Adult;Not Recorded;Other Offence;No;6
2019;2;February;Female;Adult;Not Recorded;Other Offence;Yes;1
2019;2;February;Female;Adult;Not Recorded;Theft;No;1
2019;2;February;Female;Adult;Other ;Assault;No;3
2019;2;February;Female;Adult;Other ;Assault;Yes;2
2019;2;February;Female;Adult;Other ;Burglary;No;1
2019;2;February;Female;Adult;Other ;Driving;No;2
2019;2;February;Female;Adult;Other ;Drugs;No;2
2019;2;February;Female;Adult;Other ;Other Offence;No;9
2019;2;February;Female;Adult;Other ;Other Offence;Yes;2
2019;2;February;Female;Adult;White;Assault;No;66
2019;2;February;Female;Adult;White;Assault;Yes;89
2019;2;February;Female;Adult;White;Burglary;No;22
2019;2;February;Female;Adult;White;Driving;No;33
2019;2;February;Female;Adult;White;Drugs;No;50
2019;2;February;Female;Adult;White;Immigration;No;1
2019;2;February;Female;Adult;White;Murder;No;4
2019;2;February;Female;Adult;White;Murder;Yes;3
2019;2;February;Female;Adult;White;Offensive Weapons;No;16
2019;2;February;Female;Adult;White;Other Offence;No;297
2019;2;February;Female;Adult;White;Other Offence;Yes;80
2019;2;February;Female;Adult;White;Robbery;No;2
2019;2;February;Female;Adult;White;Sexual Offences;No;2
2019;2;February;Female;Adult;White;Theft;No;104
2019;2;February;Female;Adult;White;Theft;Yes;1
2019;2;February;Female;Not Recorded;White;Other Offence;No;1
2019;2;February;Female;Youth;Asian;Assault;Yes;2
2019;2;February;Female;Youth;Asian;Burglary;No;1
2019;2;February;Female;Youth;Asian;Drugs;No;2
2019;2;February;Female;Youth;Asian;Immigration;No;1
2019;2;February;Female;Youth;Asian;Offensive Weapons;No;2
2019;2;February;Female;Youth;Asian;Other Offence;No;2
2019;2;February;Female;Youth;Asian;Robbery;No;1
2019;2;February;Female;Youth;Asian;Theft;No;1
2019;2;February;Female;Youth;Black;Assault;No;20
2019;2;February;Female;Youth;Black;Assault;Yes;2
2019;2;February;Female;Youth;Black;Burglary;No;1
2019;2;February;Female;Youth;Black;Drugs;No;4
2019;2;February;Female;Youth;Black;Immigration;No;1
2019;2;February;Female;Youth;Black;Murder;No;2
2019;2;February;Female;Youth;Black;Offensive Weapons;No;3
2019;2;February;Female;Youth;Black;Other Offence;No;26
2019;2;February;Female;Youth;Black;Robbery;No;8
2019;2;February;Female;Youth;Black;Theft;No;1
2019;2;February;Female;Youth;Not Recorded;Assault;No;1
2019;2;February;Female;Youth;Other ;Assault;No;1
2019;2;February;Female;Youth;White;Assault;No;4
2019;2;February;Female;Youth;White;Assault;Yes;7
2019;2;February;Female;Youth;White;Drugs;No;6
2019;2;February;Female;Youth;White;Offensive Weapons;No;4
2019;2;February;Female;Youth;White;Other Offence;No;26
2019;2;February;Female;Youth;White;Other Offence;Yes;3
2019;2;February;Female;Youth;White;Robbery;No;2
2019;2;February;Female;Youth;White;Theft;No;3
2019;2;February;Male;Adult;Asian;Assault;No;104
2019;2;February;Male;Adult;Asian;Assault;Yes;183
2019;2;February;Male;Adult;Asian;Burglary;No;14
2019;2;February;Male;Adult;Asian;Burglary;Yes;1
2019;2;February;Male;Adult;Asian;Driving;No;106
2019;2;February;Male;Adult;Asian;Drugs;No;198
2019;2;February;Male;Adult;Asian;Drugs;Yes;1
2019;2;February;Male;Adult;Asian;Immigration;No;83
2019;2;February;Male;Adult;Asian;Murder;No;19
2019;2;February;Male;Adult;Asian;Murder;Yes;17
2019;2;February;Male;Adult;Asian;Offensive Weapons;No;49
2019;2;February;Male;Adult;Asian;Offensive Weapons;Yes;2
2019;2;February;Male;Adult;Asian;Other Offence;No;382
2019;2;February;Male;Adult;Asian;Other Offence;Yes;117
2019;2;February;Male;Adult;Asian;Robbery;No;14
2019;2;February;Male;Adult;Asian;Sexual Offences;No;46
2019;2;February;Male;Adult;Asian;Sexual Offences;Yes;4
2019;2;February;Male;Adult;Asian;Theft;No;44
2019;2;February;Male;Adult;Asian;Theft;Yes;4
2019;2;February;Male;Adult;Black;Assault;No;211
2019;2;February;Male;Adult;Black;Assault;Yes;197
2019;2;February;Male;Adult;Black;Burglary;No;89
2019;2;February;Male;Adult;Black;Burglary;Yes;4
2019;2;February;Male;Adult;Black;Driving;No;101
2019;2;February;Male;Adult;Black;Driving;Yes;2
2019;2;February;Male;Adult;Black;Drugs;No;481
2019;2;February;Male;Adult;Black;Drugs;Yes;2
2019;2;February;Male;Adult;Black;Immigration;No;38
2019;2;February;Male;Adult;Black;Murder;No;47
2019;2;February;Male;Adult;Black;Murder;Yes;13
2019;2;February;Male;Adult;Black;Offensive Weapons;No;163
2019;2;February;Male;Adult;Black;Other Offence;No;876
2019;2;February;Male;Adult;Black;Other Offence;Yes;175
2019;2;February;Male;Adult;Black;Robbery;No;43
2019;2;February;Male;Adult;Black;Robbery;Yes;1
2019;2;February;Male;Adult;Black;Sexual Offences;No;71
2019;2;February;Male;Adult;Black;Sexual Offences;Yes;8
2019;2;February;Male;Adult;Black;Theft;No;156
2019;2;February;Male;Adult;Black;Theft;Yes;3
2019;2;February;Male;Adult;Not Recorded;Assault;No;9
2019;2;February;Male;Adult;Not Recorded;Assault;Yes;1
2019;2;February;Male;Adult;Not Recorded;Burglary;No;1
2019;2;February;Male;Adult;Not Recorded;Driving;No;8
2019;2;February;Male;Adult;Not Recorded;Drugs;No;11
2019;2;February;Male;Adult;Not Recorded;Immigration;No;2
2019;2;February;Male;Adult;Not Recorded;Murder;Yes;1
2019;2;February;Male;Adult;Not Recorded;Offensive Weapons;No;2
2019;2;February;Male;Adult;Not Recorded;Other Offence;No;31
2019;2;February;Male;Adult;Not Recorded;Other Offence;Yes;6
2019;2;February;Male;Adult;Not Recorded;Sexual Offences;No;4
2019;2;February;Male;Adult;Not Recorded;Theft;No;3
2019;2;February;Male;Adult;Other ;Assault;No;17
2019;2;February;Male;Adult;Other ;Assault;Yes;17
2019;2;February;Male;Adult;Other ;Burglary;No;4
2019;2;February;Male;Adult;Other ;Driving;No;10
2019;2;February;Male;Adult;Other ;Drugs;No;43
2019;2;February;Male;Adult;Other ;Immigration;No;22
2019;2;February;Male;Adult;Other ;Murder;No;6
2019;2;February;Male;Adult;Other ;Murder;Yes;3
2019;2;February;Male;Adult;Other ;Offensive Weapons;No;6
2019;2;February;Male;Adult;Other ;Other Offence;No;94
2019;2;February;Male;Adult;Other ;Other Offence;Yes;26
2019;2;February;Male;Adult;Other ;Robbery;No;6
2019;2;February;Male;Adult;Other ;Sexual Offences;No;9
2019;2;February;Male;Adult;Other ;Sexual Offences;Yes;1
2019;2;February;Male;Adult;Other ;Theft;No;20
2019;2;February;Male;Adult;Other ;Theft;Yes;1
2019;2;February;Male;Adult;White;Assault;No;320
2019;2;February;Male;Adult;White;Assault;Yes;367
2019;2;February;Male;Adult;White;Burglary;No;193
2019;2;February;Male;Adult;White;Burglary;Yes;5
2019;2;February;Male;Adult;White;Driving;No;222
2019;2;February;Male;Adult;White;Driving;Yes;2
2019;2;February;Male;Adult;White;Drugs;No;385
2019;2;February;Male;Adult;White;Drugs;Yes;1
2019;2;February;Male;Adult;White;Immigration;No;74
2019;2;February;Male;Adult;White;Murder;No;54
2019;2;February;Male;Adult;White;Murder;Yes;32
2019;2;February;Male;Adult;White;Offensive Weapons;No;137
2019;2;February;Male;Adult;White;Other Offence;No;1.577
2019;2;February;Male;Adult;White;Other Offence;Yes;386
2019;2;February;Male;Adult;White;Robbery;No;33
2019;2;February;Male;Adult;White;Robbery;Yes;2
2019;2;February;Male;Adult;White;Sexual Offences;No;104
2019;2;February;Male;Adult;White;Sexual Offences;Yes;12
2019;2;February;Male;Adult;White;Theft;No;290
2019;2;February;Male;Adult;White;Theft;Yes;6
2019;2;February;Male;Not Recorded;Asian;Driving;No;1
2019;2;February;Male;Not Recorded;Black;Other Offence;No;1
2019;2;February;Male;Not Recorded;White;Other Offence;No;1
2019;2;February;Male;Not Recorded;White;Theft;No;1
2019;2;February;Male;Youth;Asian;Assault;No;7
2019;2;February;Male;Youth;Asian;Assault;Yes;2
2019;2;February;Male;Youth;Asian;Burglary;No;1
2019;2;February;Male;Youth;Asian;Drugs;No;24
2019;2;February;Male;Youth;Asian;Murder;No;2
2019;2;February;Male;Youth;Asian;Offensive Weapons;No;9
2019;2;February;Male;Youth;Asian;Other Offence;No;22
2019;2;February;Male;Youth;Asian;Other Offence;Yes;1
2019;2;February;Male;Youth;Asian;Robbery;No;14
2019;2;February;Male;Youth;Asian;Sexual Offences;No;2
2019;2;February;Male;Youth;Asian;Theft;No;9
2019;2;February;Male;Youth;Black;Assault;No;33
2019;2;February;Male;Youth;Black;Assault;Yes;7
2019;2;February;Male;Youth;Black;Burglary;No;15
2019;2;February;Male;Youth;Black;Driving;No;4
2019;2;February;Male;Youth;Black;Drugs;No;79
2019;2;February;Male;Youth;Black;Immigration;No;2
2019;2;February;Male;Youth;Black;Murder;No;3
2019;2;February;Male;Youth;Black;Murder;Yes;2
2019;2;February;Male;Youth;Black;Offensive Weapons;No;58
2019;2;February;Male;Youth;Black;Other Offence;No;118
2019;2;February;Male;Youth;Black;Other Offence;Yes;12
2019;2;February;Male;Youth;Black;Robbery;No;125
2019;2;February;Male;Youth;Black;Sexual Offences;No;3
2019;2;February;Male;Youth;Black;Theft;No;32
2019;2;February;Male;Youth;Not Recorded;Assault;No;1
2019;2;February;Male;Youth;Not Recorded;Burglary;No;1
2019;2;February;Male;Youth;Not Recorded;Drugs;No;2
2019;2;February;Male;Youth;Not Recorded;Offensive Weapons;No;3
2019;2;February;Male;Youth;Not Recorded;Other Offence;No;3
2019;2;February;Male;Youth;Not Recorded;Robbery;No;1
2019;2;February;Male;Youth;Not Recorded;Sexual Offences;No;1
2019;2;February;Male;Youth;Not Recorded;Theft;No;3
2019;2;February;Male;Youth;Other ;Assault;No;4
2019;2;February;Male;Youth;Other ;Burglary;No;2
2019;2;February;Male;Youth;Other ;Drugs;No;2
2019;2;February;Male;Youth;Other ;Immigration;No;2
2019;2;February;Male;Youth;Other ;Offensive Weapons;No;3
2019;2;February;Male;Youth;Other ;Other Offence;No;11
2019;2;February;Male;Youth;Other ;Robbery;No;6
2019;2;February;Male;Youth;Other ;Theft;No;1
2019;2;February;Male;Youth;White;Assault;No;34
2019;2;February;Male;Youth;White;Assault;Yes;7
2019;2;February;Male;Youth;White;Burglary;No;15
2019;2;February;Male;Youth;White;Driving;No;3
2019;2;February;Male;Youth;White;Drugs;No;60
2019;2;February;Male;Youth;White;Drugs;Yes;1
2019;2;February;Male;Youth;White;Murder;No;3
2019;2;February;Male;Youth;White;Offensive Weapons;No;35
2019;2;February;Male;Youth;White;Other Offence;No;110
2019;2;February;Male;Youth;White;Other Offence;Yes;8
2019;2;February;Male;Youth;White;Robbery;No;39
2019;2;February;Male;Youth;White;Sexual Offences;No;9
2019;2;February;Male;Youth;White;Theft;No;20
2019;3;March;Female;Adult;Asian;Assault;No;9
2019;3;March;Female;Adult;Asian;Assault;Yes;26
2019;3;March;Female;Adult;Asian;Driving;No;10
2019;3;March;Female;Adult;Asian;Driving;Yes;1
2019;3;March;Female;Adult;Asian;Drugs;No;21
2019;3;March;Female;Adult;Asian;Immigration;No;4
2019;3;March;Female;Adult;Asian;Murder;No;1
2019;3;March;Female;Adult;Asian;Murder;Yes;1
2019;3;March;Female;Adult;Asian;Offensive Weapons;No;3
2019;3;March;Female;Adult;Asian;Other Offence;No;34
2019;3;March;Female;Adult;Asian;Other Offence;Yes;21
2019;3;March;Female;Adult;Asian;Robbery;No;2
2019;3;March;Female;Adult;Asian;Theft;No;5
2019;3;March;Female;Adult;Black;Assault;No;45
2019;3;March;Female;Adult;Black;Assault;Yes;38
2019;3;March;Female;Adult;Black;Burglary;No;8
2019;3;March;Female;Adult;Black;Driving;No;24
2019;3;March;Female;Adult;Black;Drugs;No;29
2019;3;March;Female;Adult;Black;Immigration;No;3
2019;3;March;Female;Adult;Black;Murder;No;1
2019;3;March;Female;Adult;Black;Murder;Yes;1
2019;3;March;Female;Adult;Black;Offensive Weapons;No;13
2019;3;March;Female;Adult;Black;Other Offence;No;137
2019;3;March;Female;Adult;Black;Other Offence;Yes;34
2019;3;March;Female;Adult;Black;Robbery;No;4
2019;3;March;Female;Adult;Black;Sexual Offences;No;2
2019;3;March;Female;Adult;Black;Theft;No;27
2019;3;March;Female;Adult;Not Recorded;Assault;Yes;1
2019;3;March;Female;Adult;Not Recorded;Other Offence;No;4
2019;3;March;Female;Adult;Not Recorded;Other Offence;Yes;2
2019;3;March;Female;Adult;Other ;Assault;No;1
2019;3;March;Female;Adult;Other ;Assault;Yes;2
2019;3;March;Female;Adult;Other ;Burglary;No;1
2019;3;March;Female;Adult;Other ;Drugs;No;1
2019;3;March;Female;Adult;Other ;Immigration;No;1
2019;3;March;Female;Adult;Other ;Other Offence;No;7
2019;3;March;Female;Adult;Other ;Other Offence;Yes;2
2019;3;March;Female;Adult;White;Assault;No;77
2019;3;March;Female;Adult;White;Assault;Yes;87
2019;3;March;Female;Adult;White;Burglary;No;23
2019;3;March;Female;Adult;White;Burglary;Yes;1
2019;3;March;Female;Adult;White;Driving;No;43
